UNIQUEID,item_format,is_multi_select,correct_answer_count,option_count_expected,has_case_vignette,case_text,question_stem,A,B,C,D,E,F,correct_answers,CORRECT_Explanation,core_concept,content_limit,DOMAIN,domain_name,domain_weight,nasp_domain_primary,original_skill_id,current_skill_id,skill_name,skill_domain_code,skill_nasp_domain,was_remapped,cognitive_complexity,complexity_rationale,outcome,construct_actually_tested,rationale,distractor_tier_A,distractor_error_type_A,distractor_misconception_A,distractor_skill_deficit_A,distractor_tier_B,distractor_error_type_B,distractor_misconception_B,distractor_skill_deficit_B,distractor_tier_C,distractor_error_type_C,distractor_misconception_C,distractor_skill_deficit_C,distractor_tier_D,distractor_error_type_D,distractor_misconception_D,distractor_skill_deficit_D,distractor_tier_E,distractor_error_type_E,distractor_misconception_E,distractor_skill_deficit_E,distractor_tier_F,distractor_error_type_F,distractor_misconception_F,distractor_skill_deficit_F,is_foundational,prereq_chain_narrative,dominant_error_pattern,error_cluster_tag,audit_status,dominant_failure_mode_tier,top_misconception_themes,instructional_red_flags,skill_prerequisites,is_human_verified,domain_rationale,skill_rationale
ETS331,Single-Select,False,1,4,False,,How can a school psychologist best communicate with school and community stakeholders to advocate for trauma-informed supports and initiatives?,By presenting a clearly outlined daily schedule of the school psychologist’s responsibilities and availability to pursue trauma-informed supports and initiatives,By providing training to parents and families on trauma-informed supports and initiatives,By working with the local police department to gather data and statistics on instances of domestic abuse within the community,By approaching the student support team to examine ways to integrate the four aspects of trauma-informed care into school practice,,,D,"For trauma-informed supports and initiatives to be effective, a multisystem approach is needed, with a general understanding of trauma, as well as universal supports, and consistent and trauma-informed policies and procedures must be put into place.",Evidence-Based Schoolwide Practices,"For trauma-informed supports and initiatives to be effective, a multisystem approach is needed, with a general understanding of trauma, as well as universal supports, and consistent and trauma-informed policies and procedures must be put into place.",3,"Direct and Indirect Services for Children, Families, and Schools (Systems-Level Services)",20,5,SWP-03,SWP-03,Evidence-Based Schoolwide Practices,SWP,5,False,Application,Stem presents a scenario and asks for appropriate action or application of a rule.,CONFIRMED,Multisystem trauma informed school practice integration through student support teams.,Explanation emphasizes systems level trauma informed policy and universal support implementation.,L3_concept_substitution,Conceptual,The student believes an individual schedule facilitates trauma-informed care when systemic collaboration is needed.,Understanding systemic change and stakeholder engagement in trauma-informed practices,L2_near_miss,Procedural,The student thinks individual training is sufficient advocacy without integrating systemic approaches.,Implementing comprehensive stakeholder integration for trauma-informed practices,L1_false_positive,Lexical,The student believes gathering external data equates to direct advocacy for trauma-informed school practices.,Correct context application for interagency collaboration in trauma-informed initiatives,CORRECT,CORRECT,,,UNUSED,UNUSED,,,UNUSED,UNUSED,,,False,Progression involves moving from understanding trauma-informed care to applying this within holistic system-level frameworks.,L1_false_positive,role_confusion,AI_GENERATED,L3_concept_substitution,Intervention Role Confusion|Misunderstanding of Punitive versus Supportive Practices|Confusion of Systemic and Individual Approaches,Confusing procedural fidelity tasks with intervention design|Perceiving punitive measures as compatible with supportive systems|Believing individual actions can substitute systemic policies,DEV-01|MBH-03,False,,
ETS332,Single-Select,False,1,4,False,,Students can be taught which of the following to increase their understanding of the connection between academic effort and outcomes?,Engagement,Shaping behaviors,Behavioral momentum,Self-regulatory behaviors,,,D,Self-regulatory behaviors are taught to increase a student’s understanding of the connection between academic effort and outcomes.,Individual and Group Counseling Interventions,Self-regulatory behaviors are taught to increase a student’s understanding of the connection between academic effort and outcomes.,2,"Direct and Indirect Services for Children, Families, and Schools (Student-Level Services)",23,3,MBH-02,ACA-03,"Self-Regulated Learning, Metacognition, and Study Skills",ACA,3,True,Application,Stem presents a scenario and asks for appropriate action or application of a rule.,MISASSIGNED,Teaching self-regulatory behaviors to link effort with outcomes.,Construct aligns with self-regulated learning/metacognitive skill building.,L1_false_positive,Conceptual,The student believes engagement itself explains outcomes when in fact it is the underlying self-regulatory behaviors that do so.,Understanding of self-regulatory behaviors,L3_concept_substitution,Conceptual,The student believes shaping behaviors links effort to outcomes when it is actually a technique from behavior modification.,Distinction between behavior strategies and self-regulatory strategies,L3_concept_substitution,Conceptual,"The student believes behavioral momentum aids in effort-outcome understanding, revealing confusion with intervention types.",Differentiation of behavioral interventions from self-regulatory practices,CORRECT,CORRECT,,,UNUSED,UNUSED,,,UNUSED,UNUSED,,,False,The progression from understanding basic behavioral strategies to applying self-regulatory skills in academic contexts.,L3_concept_substitution,intervention_confusion,AI_GENERATED,foundational_gap,Intervention vs. Strategy Confusion|Program Scope Error|Assessment and Intervention Misidentification,Confusing foundational literacy programs with comprehension strategies.|Mixing up behavioral interventions with self-regulatory learning techniques.|Misidentifying assessment tools as instructional interventions.,ACA-02|ACA-06,False,,
ETS333,Multi-Select,True,3,6,False,,Which THREE of the following should school psychologists do when a student is thought to be at risk for suicide?,Interview the student to determine if the student has a plan,Avoid asking the student if they want to hurt themselves out of fear this will make the student want to commit suicide,Respect the student’s desire to keep the information confidential from their parent,Do not leave the student alone following the risk being reported,Decide whether to investigate the student’s threat based on previous behavior or risk assessments,Use compassion and approach the student without judgment,A|D|F,"When assessing for risk of suicide, it is essential to not leave the student alone. When interviewing the student, it is important to have compassion and it is necessary to determine if they have a plan on how they would kill themselves.",Instructional Strategies and Effective Pedagogy,"When assessing for risk of suicide, it is essential to not leave the student alone. When interviewing the student, it is important to have compassion and it is necessary to determine if they have a plan on how they would kill themselves.",3,"Direct and Indirect Services for Children, Families, and Schools (Systems-Level Services)",20,6,ACA-04,SAF-03,Crisis and Threat Assessment,SAF,6,True,Application,Stem presents a scenario and asks for appropriate action or application of a rule.,MISASSIGNED,Suicide risk assessment actions including plan inquiry supervision and compassion.,Explanation exclusively describes crisis risk assessment procedure and immediate safety behavior.,CORRECT,CORRECT,,,L3_concept_substitution,Conceptual,The student believes that asking about self-harm increases risk of suicide when in fact it is a vital part of assessment.,Suicide risk communication,L3_concept_substitution,Conceptual,The student believes respecting confidentiality overrides safety procedures when in fact safety takes precedence.,Ethical decision-making in crisis situations,CORRECT,CORRECT,,,L2_near_miss,Procedural,The student believes risk should mainly be assessed based on historical data when in fact current assessments are critical.,Comprehensive risk evaluation,CORRECT,CORRECT,,,False,The progression from understanding crisis intervention principles to applying immediate suicide risk assessment and response strategies.,L3_concept_substitution,theory_substitution,AI_GENERATED,L1_false_positive,Legal Obligations Confusion|Scope Misapplication|Theoretical Substitution,A student who consistently overestimates legal obligations in crisis scenarios.|Difficulty distinguishing between crisis intervention methods and legal mandates.|Confusion regarding the prioritization of legal versus ethical considerations in practical applications.,FAM-02|SWP-04,True,Identifies standard procedural and clinical steps when conducting a suicide risk assessment.,Confirmed. Identifies clinical steps during a suicide risk assessment.
ETS334,Single-Select,False,1,4,False,,Which of the following situations is an example of informed consent?,"After parents learn about the type, frequency, and duration of counseling recommended for their child, they give permission to begin counseling.","After a 12-year-old student with behavior problems understands how counseling services will be delivered, the school psychologist gives permission for counseling to occur.",A school psychologist grants permission for a school psychologist to analyze student test scores for a research project.,A special education teacher agrees to conduct a universal social-emotional screening on the students in an inclusion classroom.,,,A,"Informed consent involves the parent or guardian and has several components, including being fully informed and knowing what the school is asking, and understanding that the consent is voluntary.",NASP Ethics and Ethical Problem-Solving,"Informed consent involves the parent or guardian and has several components, including being fully informed and knowing what the school is asking, and understanding that the consent is voluntary.",4,Foundations of School Psychological Service Delivery,25,10,ETH-01,ETH-01,NASP Ethics and Ethical Problem-Solving,ETH,10,False,Application,Stem presents a scenario and asks for appropriate action or application of a rule.,CONFIRMED,Definition and elements of valid informed consent from guardian.,Direct professional ethics construct on consent quality and voluntariness.,CORRECT,CORRECT,,,L3_concept_substitution,Conceptual,The student believes minors can give informed consent when in fact parents or guardians must provide consent.,Understanding legal requirements for consent in school psychology,L1_false_positive,Lexical,The student believes school psychologists can grant consent for the use of student data when in fact it requires parent/guardian consent.,Clarifying the role of school psychologists versus parental consent,L2_near_miss,Procedural,The student believes teacher consent is sufficient for screening when in fact parental consent is needed.,Procedural knowledge about consent processes in school settings,UNUSED,UNUSED,,,UNUSED,UNUSED,,,True,Knowledge of confidentiality and legal frameworks necessary for recognizing who provides consent lays the groundwork for informed consent mastery.,L3_concept_substitution,role_confusion,AI_GENERATED,L1_false_positive,Scope Misapplication|Role Confusion|Law Conflation,Difficulty distinguishing between legal and ethical standards.|Confusion about the role and responsibilities in ethical actions.|Overgeneralizing ethical rules and missing their nuances.,LEG-01,False,,
ETS335,Single-Select,False,1,4,False,,Which of the following consultative strategies has been shown experimentally to increase intervention integrity?,Weekly check-ins with the consultee,Choice of intervention,Monitoring the progress of intervention effects,Interviewing to explore implementer resistance,,,B,"Choice is a well-known tactic, outlined in the applied behavioral analysis literature. It is an easily implemented, experimentally valid means of increasing compliance with a treatment protocol.",Consultation Models and Methods,"Choice is a well-known tactic, outlined in the applied behavioral analysis literature. It is an easily implemented, experimentally valid means of increasing compliance with a treatment protocol.",1,Professional Practices that Permeate All Aspects of Service Delivery,32,2,CON-01,CON-01,Consultation Models and Methods,CON,2,False,Application,Stem presents a scenario and asks for appropriate action or application of a rule.,CONFIRMED,Consultative strategy experimentally shown to increase intervention integrity.,Construct is consultation tactic for implementation fidelity support.,L2_near_miss,Procedural,The student believes frequent check-ins ensure integrity when enhancement comes from strategic choice of interventions.,Consultation Frequency vs. Intervention Strategy,CORRECT,CORRECT,,,L1_false_positive,Conceptual,"The student believes monitoring progress boosts compliance when it's a tool for evaluation, not initial adherence.",Distinction between Monitoring and Implementation Strategies,L3_concept_substitution,Conceptual,The student believes resolving resistance enhances compliance when induction through choice directly facilitates adherence.,Differentiation of Resistance Analysis and Compliance Strategies,UNUSED,UNUSED,,,UNUSED,UNUSED,,,False,Mastery of functional behavioral assessment and emotional/behavioral assessment instruments is necessary before tackling consultative models focused on intervention integrity.,L3_concept_substitution,intervention_confusion,AI_GENERATED,L1_false_positive,Theory Substitution|Procedure Inversion|Role Confusion,Inability to correctly identify the steps of a consultation process.|Confusion between direct and indirect service models.|Frequent misunderstanding of consultation terminology and their contextual application.,ACA-02|DBD-01,False,,
ETS336,Single-Select,False,1,4,False,,How might a school psychologist best explain results of a student’s psychoeducational assessment to a parent?,Keeping communication short by highlighting the full-scale IQ score only,Citing current research on the benefits of special education before reviewing the assessment,Providing a thorough description of each assessment tool used,"Providing an overview of the assessment, noting areas of strength and weakness",,,D,Reviewing the assessment and the student’s areas of strength and need represents best practice in considering multiple aspects of assessment to develop an appropriate plan of supports.,Background Information and Records Review,Reviewing the assessment and the student’s areas of strength and need represents best practice in considering multiple aspects of assessment to develop an appropriate plan of supports.,1,Professional Practices that Permeate All Aspects of Service Delivery,32,1,DBD-10,PSY-04,Assessment of Culturally and Linguistically Diverse Students,PSY,1,True,Application,Stem presents a scenario and asks for appropriate action or application of a rule.,MISASSIGNED,Best practice communication of psychoeducational findings through strengths and needs overview.,Explanation tests report communication approach rather than records review as assessment method.,L3_concept_substitution,Conceptual,"The student believes that focusing solely on the full-scale IQ score adequately conveys assessment results, when in fact a more comprehensive explanation is necessary.",Background Information and Records Review,L2_near_miss,Procedural,The student believes that contextual research discussion should precede the assessment review when practical application should be prioritized.,Consultation Models and Methods,L1_false_positive,Lexical,"The student believes that detailed discussion of assessment tools is critical when summarizing results for parents, whereas focus on specific results is more effective.","Test Scores, Norms, and Interpretation",CORRECT,CORRECT,,,UNUSED,UNUSED,,,UNUSED,UNUSED,,,False,Understanding and interpreting assessment results develops after mastering the foundational skills of comprehensive records review and test score interpretation.,L2_near_miss,assessment_confusion,AI_GENERATED,L1_false_positive,Scope Misapplication|Assessment Confusion|Procedure Inversion,Over-reliance on standardization without adaptation|Confusion between behavioral indicators of disability and cultural differences|Inappropriate sequence of assessment application methods,DBD-03|PSY-01,False,,
ETS337,Single-Select,False,1,4,False,,Which of the following is the second step in the problem-solving method?,Defining the problem,Identifying the problem,Looking at effects,Exploring alternative solutions,,,A,The second step in the problem-solving method is defining the problem.,Problem-Solving Framework and MTSS in Assessment,The second step in the problem-solving method is defining the problem.,1,Professional Practices that Permeate All Aspects of Service Delivery,32,1,PSY-03,PSY-03,Problem-Solving Framework and MTSS in Assessment,PSY,1,False,Recall,"Stem asks for definition, fact, or named entity (law, theorist, concept).",CONFIRMED,Problem solving sequence knowledge with defining the problem as step two.,Explanation directly tests stage order in the problem solving framework.,CORRECT,CORRECT,,,foundational_gap,Lexical,"Student confuses 'Identifying the problem' with the correct answer because both appear in the same knowledge domain, indicating an absence of the specific memorized fact.",Memorized recall of: nan — The second step in the problem-solving method is defining the problem.,foundational_gap,Lexical,"Student confuses 'Looking at effects' with the correct answer because both appear in the same knowledge domain, indicating an absence of the specific memorized fact.",Memorized recall of: nan — The second step in the problem-solving method is defining the problem.,foundational_gap,Lexical,"Student confuses 'Exploring alternative solutions' with the correct answer because both appear in the same knowledge domain, indicating an absence of the specific memorized fact.",Memorized recall of: nan — The second step in the problem-solving method is defining the problem.,UNUSED,UNUSED,,,UNUSED,UNUSED,,,True,,foundational_gap,recall_gap,AUTO_CLASSIFIED,L1_false_positive,Scope Misapplication|Procedure Inversion|Intervention Confusion,Inability to list the stages of MTSS accurately|Confusion over the sequencing of MTSS interventions|Overreliance on informal data assessments,DBD-01|DBD-09,False,,
ETS338,Single-Select,False,1,4,False,,Which of the following should be the first step for a school psychologist who is starting a parent consultation program with a new family?,Setting up a home-school communication log to distribute to the parents,Discussing with the parents what their mutual goals are for the consultation sessions,Creating a schedule for the parents to follow of when the sessions will take place,Explaining to the parents how the data collected in school will inform home-based decisions,,,B,"Before any work can begin for applied learning and teaching, it is important to ensure that all parties are in agreement about expectations and goals.",Problem-Solving Framework and MTSS in Assessment,"Before any work can begin for applied learning and teaching, it is important to ensure that all parties are in agreement about expectations and goals.",1,Professional Practices that Permeate All Aspects of Service Delivery,32,2,PSY-03,CON-01,Consultation Models and Methods,CON,2,True,Recall,"Stem asks for definition, fact, or named entity (law, theorist, concept).",MISASSIGNED,Initial parent consultation step focused on shared goals and expectations.,Explanation tests consultation setup process rather than assessment problem solving framework.,foundational_gap,Lexical,"Student confuses 'Setting up a home-school communication log to dist' with the correct answer because both appear in the same knowledge domain, indicating an absence of the specific memorized fact.","Memorized recall of: nan — Before any work can begin for applied learning and teaching, it is important to ensure that all parties are in agreement about expectations and goals.",CORRECT,CORRECT,,,foundational_gap,Lexical,"Student confuses 'Creating a schedule for the parents to follow of w' with the correct answer because both appear in the same knowledge domain, indicating an absence of the specific memorized fact.","Memorized recall of: nan — Before any work can begin for applied learning and teaching, it is important to ensure that all parties are in agreement about expectations and goals.",foundational_gap,Lexical,"Student confuses 'Explaining to the parents how the data collected i' with the correct answer because both appear in the same knowledge domain, indicating an absence of the specific memorized fact.","Memorized recall of: nan — Before any work can begin for applied learning and teaching, it is important to ensure that all parties are in agreement about expectations and goals.",UNUSED,UNUSED,,,UNUSED,UNUSED,,,True,,foundational_gap,recall_gap,AUTO_CLASSIFIED,L1_false_positive,Theory Substitution|Procedure Inversion|Role Confusion,Inability to correctly identify the steps of a consultation process.|Confusion between direct and indirect service models.|Frequent misunderstanding of consultation terminology and their contextual application.,ACA-02|DBD-01,False,,
ETS339,Single-Select,False,1,4,False,,"Ms. Ziegler is the only school psychologist in a rural school district. A good friend of Ms. Ziegler’s believes his 8-year-old daughter has a learning disability and wants her evaluated. Ms. Ziegler believes she can do a professional evaluation that will benefit the child. According to the NASP Principles for Professional Ethics, what is Ms. Ziegler’s best next step?",Requiring her friend to pursue an outside evaluation,Proceeding with the evaluation and personal friendship because together they will enhance her understanding of the results of the evaluation,Encouraging her friend to work with the school to establish a multitiered system of supports as a method to support his daughter,Proceeding with the evaluation but informing her friend that they need to suspend their relationship during the evaluation process,,,D,"In this case, the student has the right to an evaluation, but there is no one else to perform it, so Ms. Ziegler needs both to perform the evaluation and to mitigate the dual relationship.",NASP Ethics and Ethical Problem-Solving,"In this case, the student has the right to an evaluation, but there is no one else to perform it, so Ms. Ziegler needs both to perform the evaluation and to mitigate the dual relationship.",4,Foundations of School Psychological Service Delivery,25,10,ETH-01,ETH-02,Professional Liability and Supervision,ETH,10,True,Recall,"Stem asks for definition, fact, or named entity (law, theorist, concept).",MISASSIGNED,Managing dual-relationship risk and mitigation under professional-practice constraints.,Primary construct is liability/boundary management in applied practice conditions.,foundational_gap,Lexical,"Student confuses 'Requiring her friend to pursue an outside evaluati' with the correct answer because both appear in the same knowledge domain, indicating an absence of the specific memorized fact.","Memorized recall of: nan — In this case, the student has the right to an evaluation, but there is no one else to perform it, so Ms. Ziegler needs both to perform the evaluation and to mitigate the dual relationship.",foundational_gap,Lexical,"Student confuses 'Proceeding with the evaluation and personal friend' with the correct answer because both appear in the same knowledge domain, indicating an absence of the specific memorized fact.","Memorized recall of: nan — In this case, the student has the right to an evaluation, but there is no one else to perform it, so Ms. Ziegler needs both to perform the evaluation and to mitigate the dual relationship.",foundational_gap,Lexical,"Student confuses 'Encouraging her friend to work with the school to ' with the correct answer because both appear in the same knowledge domain, indicating an absence of the specific memorized fact.","Memorized recall of: nan — In this case, the student has the right to an evaluation, but there is no one else to perform it, so Ms. Ziegler needs both to perform the evaluation and to mitigate the dual relationship.",CORRECT,CORRECT,,,UNUSED,UNUSED,,,UNUSED,UNUSED,,,True,,foundational_gap,recall_gap,AUTO_CLASSIFIED,L1_false_positive,Misunderstanding NASP Guidelines|Ethical Guidance vs. Disciplinary Action|Role of Personal Relationships,Inability to accurately state NASP supervision limits|Confusion between guidance and disciplinary processes in NASP policies|Misinterpretation of ethical standards regarding personal relationships,ETH-01|LEG-01,False,,
ETS340,Single-Select,False,1,4,False,,"Ernie, a first-grade student, has been referred for an evaluation to determine whether he has autism. He moved to the United States from Ecuador the summer before the current school year. Ernie has very limited proficiency in English, and he and his family primarily speak Spanish at home. Which of the following findings from a comprehensive evaluation will lend the greatest support to a classification of autism?","Ernie’s mother reports that he speaks regularly at home, but he often speaks overly loudly and has unusual speech patterns.",The school psychologist observes that Ernie typically responds to other students in his class with one-word responses.,Ernie’s teacher reports that he does not initiate interactions with his peers in school and often plays by himself during decimal.,"During breaks in testing, Ernie draws pictures of trains, and when the examiner asks about the pictures, Ernie reports that he likes playing with trains.",,,A,"The parent report indicates that Ernie has language capabilities, presumably in his native language, although abnormalities in volume and tone are noted.",RIOT Framework and Multi-Method Information Gathering,"The parent report indicates that Ernie has language capabilities, presumably in his native language, although abnormalities in volume and tone are noted.",1,Professional Practices that Permeate All Aspects of Service Delivery,32,1,DBD-01,PSY-04,Assessment of Culturally and Linguistically Diverse Students,PSY,1,True,Application,Stem presents a scenario and asks for appropriate action or application of a rule.,MISASSIGNED,Interpreting autism referral data with language/cultural context.,Explanation requires culturally/linguistically responsive interpretation of language findings.,CORRECT,CORRECT,,,L2_near_miss,Procedural,"The student believes responding with one-word answers indicates autism, when it may actually reflect limited English proficiency.",Cultural and Linguistic Context in Behavioral Assessment,L3_concept_substitution,Conceptual,The student believes social withdrawal alone is indicative of autism when it actually requires corroborating communicative or repetitive behavioral evidence.,Understanding Social and Communication Pattern Assessment,L1_false_positive,Lexical,"The student believes an interest in trains is indicative of autism, but in practice, it is the atypical focus or repetitive nature that is significant.",Detailed Behavioral Observation for Autism,UNUSED,UNUSED,,,UNUSED,UNUSED,,,False,"Students must learn how cultural factors influence behavior assessments, which then informs their ability to distinguish culturally influenced behaviors from clinical symptoms.",L3_concept_substitution,theory_substitution,AI_GENERATED,L1_false_positive,Scope Misapplication|Assessment Confusion|Procedure Inversion,Over-reliance on standardization without adaptation|Confusion between behavioral indicators of disability and cultural differences|Inappropriate sequence of assessment application methods,DBD-03|PSY-01,False,,
ETS341,Single-Select,False,1,4,False,,Luan is a seventh-grade student with a significant visual impairment and often has difficulty reading text materials. Which of the following accommodations is most appropriate for Luan to access the material?,Providing extra time on tests and assignments,Providing a screen reader and large-print text,Reducing the number of questions Luan needs to complete,Providing class materials in braille,,,B,"A screen reader and large-print text will allow Luan to access the material more easily, which should allow her to comprehend the material more effectively.",Special Education Services and Diverse Needs,Discuss optional accommodations with the student; full assignments with accommodations preferred over alternatives.,2,"Direct and Indirect Services for Children, Families, and Schools (Student-Level Services)",23,3,ACA-02,ACA-02,Curricular Accommodations and Modifications,ACA,3,True,Application,Stem presents a scenario and asks for appropriate action or application of a rule.,CONFIRMED,Appropriate visual access accommodations through large print and screen reader supports.,Explanation targets accommodation selection for curriculum access.,L1_false_positive,Conceptual,The student believes providing more time addresses reading difficulties when in fact it does not change the accessibility of the text for a visually impaired student.,Understanding targeted accommodations for specific disabilities,CORRECT,CORRECT,,,L3_concept_substitution,Conceptual,The student believes reducing the number of questions is an appropriate accommodation for visual impairment when it actually diminishes the academic expectations instead of providing access.,Differentiating between accommodations and modifications,L2_near_miss,Procedural,The student believes braille is universally the best adaptation for visual impairments when in fact it depends on the individual's proficiency and preference.,Selecting appropriate technological solutions for disabilities,UNUSED,UNUSED,,,UNUSED,UNUSED,,,False,The progression from understanding IDEA regulations to applying accommodations for specific disabilities ensures a legal foundation for educational interventions.,L1_false_positive,intervention_confusion,AI_GENERATED,foundational_gap,Confusion between Universal Design and Targeted Interventions|Misapplication of Accommodation Strategies|Role Confusion in Education Support,"Confusing universal and individualized strategies|Providing inappropriate accommodations, like extra time, without assessing specific needs|Substituting strategic educational theories with procedural stand-ins",ACA-08,True,This question is asking for a specific accommodation for a specific student. Applying a specific accommodation to a single student is undeniably a Student-Level Service.,Confirmed. Matches specific accommodations to visual impairments.
ETS342,Single-Select,False,1,4,False,,A student who receives a reading intervention at school is not meeting the intervention goal. The school psychologist checks in with the teacher and learns that the teacher has missed some intervention sessions due to scheduling conflicts. Which of the following is the most appropriate step for the school psychologist to take?,Adjusting the intervention goal,Changing the intervention,Promoting treatment integrity,Gathering more progress monitoring data,,,C,"The teacher has not been following the intervention plan, so the school psychologist should encourage greater integrity and fidelity to the plan.",RIOT Framework and Multi-Method Information Gathering,"The teacher has not been following the intervention plan, so the school psychologist should encourage greater integrity and fidelity to the plan.",1,Professional Practices that Permeate All Aspects of Service Delivery,32,1,DBD-01,DBD-08,Curriculum-Based Measurement and Progress Monitoring,DBD,1,True,Recall,"Stem asks for definition, fact, or named entity (law, theorist, concept).",MISASSIGNED,Intervention fidelity as prerequisite before judging response outcomes.,Primary construct is progress-monitoring interpretation and integrity checks.,foundational_gap,Lexical,"Student confuses 'Adjusting the intervention goal' with the correct answer because both appear in the same knowledge domain, indicating an absence of the specific memorized fact.","Memorized recall of: nan — The teacher has not been following the intervention plan, so the school psychologist should encourage greater integrity and fidelity to the plan.",foundational_gap,Lexical,"Student confuses 'Changing the intervention' with the correct answer because both appear in the same knowledge domain, indicating an absence of the specific memorized fact.","Memorized recall of: nan — The teacher has not been following the intervention plan, so the school psychologist should encourage greater integrity and fidelity to the plan.",CORRECT,CORRECT,,,foundational_gap,Lexical,"Student confuses 'Gathering more progress monitoring data' with the correct answer because both appear in the same knowledge domain, indicating an absence of the specific memorized fact.","Memorized recall of: nan — The teacher has not been following the intervention plan, so the school psychologist should encourage greater integrity and fidelity to the plan.",UNUSED,UNUSED,,,UNUSED,UNUSED,,,True,,foundational_gap,recall_gap,AUTO_CLASSIFIED,L3_concept_substitution,Role Confusion|Scope Misapplication|Assessment Confusion,Belief that CBMs serve as evaluative tools for teacher performance|Misapplication of CBMs as replacements for broader standardized assessments|Confusion between norm-referenced and criterion-referenced assessments,DBD-06|DBD-10,False,,
ETS343,Multi-Select,True,3,6,False,,Which THREE of the following steps are commonly used in problem-solving consultation models?,Establishing rapport,Problem analysis,Problem identification,Research and review of evidence-based interventions,Treatment intervention,Involvement of a multidisciplinary team,B|C|E,"Problem analysis, problem identification, and treatment intervention are all steps in problem-solving consultation models.",Consultation Models and Methods,"Problem analysis, problem identification, and treatment intervention are all steps in problem-solving consultation models.",1,Professional Practices that Permeate All Aspects of Service Delivery,32,2,CON-01,CON-01,Consultation Models and Methods,CON,2,False,Application,Stem presents a scenario and asks for appropriate action or application of a rule.,CONFIRMED,"Problem-solving consultation stages (identification, analysis, intervention).",Direct problem-solving consultation model knowledge.,L1_false_positive,Conceptual,The student believes establishing rapport is a formal step in problem-solving models when it is actually a preliminary interpersonal technique.,Consultation process scoping,CORRECT,CORRECT,,,CORRECT,CORRECT,,,L2_near_miss,Procedural,The student believes that reviewing interventions is a procedural step rather than an underlying component of intervention design.,Procedure structuring in problem-solving models,CORRECT,CORRECT,,,L3_concept_substitution,Conceptual,The student assumes multidisciplinary involvement is a formalized step in problem-solving consultation instead of a structural condition.,Role understanding in consultation model attribution,True,The progression from understanding the problem-solving framework and MTSS to consultation models involves recognizing distinct procedural stages and their relationship to broader intervention efforts.,L1_false_positive,scope_misapplication,AI_GENERATED,L1_false_positive,Theory Substitution|Procedure Inversion|Role Confusion,Inability to correctly identify the steps of a consultation process.|Confusion between direct and indirect service models.|Frequent misunderstanding of consultation terminology and their contextual application.,ACA-02|DBD-01,False,,
ETS344,Single-Select,False,1,4,False,,"A school psychologist is evaluating Mona, a first-grade student, following a referral to the student support team. During testing, the school psychologist notices that Mona has difficulty understanding directions and answering questions. When speaking with Mona’s teacher, the school psychologist learns that Mona has had similar difficulties in the classroom. Which of the following best describes how the school psychologist should proceed with the evaluation process?",The school psychologist should speak with the school’s speech therapist and discuss the potential for a speech and language evaluation.,The school psychologist should consider adding additional subtests to the evaluation in case Mona was not concentrating during the first testing session.,The school psychologist should document observations and a teacher interview in her report and discuss it with Mona’s parents.,The school psychologist should consider waiting to evaluate Mona until she has had more time in school to learn how to follow directions.,,,A,The school psychologist should advocate for the involvement of other special education professionals who have training in the areas where Mona is experiencing difficulty.,RIOT Framework and Multi-Method Information Gathering,The school psychologist should advocate for the involvement of other special education professionals who have training in the areas where Mona is experiencing difficulty.,1,Professional Practices that Permeate All Aspects of Service Delivery,32,1,DBD-01,DBD-01,RIOT Framework and Multi-Method Information Gathering,DBD,1,False,Application,Stem presents a scenario and asks for appropriate action or application of a rule.,CONFIRMED,Advocating additional specialist input during complex evaluation.,Represents multimethod/multisource assessment planning inside comprehensive information gathering.,CORRECT,CORRECT,,,L1_false_positive,Lexical,The student believes expanding testing is the primary next step when it should be involving a speech therapist first.,Consultation Models and Methods,L3_concept_substitution,Conceptual,The student believes documenting and discussing the findings with parents is sufficient to address issues when involving specialists should be prioritized.,Problem-Solving Framework and MTSS in Assessment,L2_near_miss,Procedural,The student believes it is appropriate to delay evaluations due to inexperience when immediate assessment is crucial.,Diagnostic and Processing Measures,UNUSED,UNUSED,,,UNUSED,UNUSED,,,False,Mastery of consultation methods and cognitive assessments precedes effective multi-method evaluation using the RIOT framework.,L1_false_positive,scope_misapplication,AI_GENERATED,L3_concept_substitution,Assessment Confusion|Theory Substitution|Procedure Inversion,Misunderstanding the purpose of standardized versus authentic assessments.|Substituting known psychological terms with fabricated terms.|Inability to correctly sequence assessment processes.,,False,,
