UNIQUEID,item_format,is_multi_select,correct_answer_count,option_count_expected,has_case_vignette,case_text,question_stem,A,B,C,D,E,F,correct_answers,CORRECT_Explanation,core_concept,content_limit,DOMAIN,domain_name,domain_weight,nasp_domain_primary,original_skill_id,current_skill_id,skill_name,skill_domain_code,skill_nasp_domain,was_remapped,cognitive_complexity,complexity_rationale,outcome,construct_actually_tested,rationale,distractor_tier_A,distractor_error_type_A,distractor_misconception_A,distractor_skill_deficit_A,distractor_tier_B,distractor_error_type_B,distractor_misconception_B,distractor_skill_deficit_B,distractor_tier_C,distractor_error_type_C,distractor_misconception_C,distractor_skill_deficit_C,distractor_tier_D,distractor_error_type_D,distractor_misconception_D,distractor_skill_deficit_D,distractor_tier_E,distractor_error_type_E,distractor_misconception_E,distractor_skill_deficit_E,distractor_tier_F,distractor_error_type_F,distractor_misconception_F,distractor_skill_deficit_F,is_foundational,prereq_chain_narrative,dominant_error_pattern,error_cluster_tag,audit_status,dominant_failure_mode_tier,top_misconception_themes,instructional_red_flags,skill_prerequisites,is_human_verified,domain_rationale,skill_rationale,primaryModuleId,primarySnippet,moduleRefs_json
"item_211","Single-Select","false","1","4","","","What is the appropriate number of interns that a school psychologist supervisor can oversee at a time?","One","Two","Three","Four","UNUSED","UNUSED","B","The answer to this question is straightforward. The National Association of School Psychologists (NASP) recommends that supervisors manage no more than two interns","Answer Question Straightforward National","","1.0","Data-Based Decision Making","","","","ETH-02","","ETH","","","Application","This is an Application item because the student must map the rule to the scenario facts and reject plausible alternatives that misuse the standard. Success depends on contextual judgment, not rote definition recall.","CONFIRMED","NASP ethics code application, professional boundaries, competence, and role obligations; applied to 'What is the appropriate number of interns that a school psychologist supervisor' scenario discrimination","The answer to this question is straightforward. The National Association of School Psychologists (NASP) recommends that supervisors manage no more than two interns","L2","Conceptual","The student believed that supervision should be highly individualized.","NASP recommended supervision ratios","CORRECT","CORRECT","","","L2","Conceptual","The student believed that a supervisor can effectively manage three interns simultaneously.","NASP internship supervision guidelines","L2","Conceptual","The student believed that a supervisor can effectively manage four interns simultaneously.","NASP recommended supervision ratios","","","","","","","","","true","Inherited from skill baseline.","Students underestimate or overestimate intern supervision capacity, picking extreme responses (one only) or higher numbers, instead of recalling the standard NASP ratio.","tier-level-confusion","HUMAN_REVIEWED","L3_concept_substitution","Confusion regarding core ETH principles","Distractors A (one), C (three), D (four) each represent different thresholds. NASP standard is two. Teach: one is overcautious and wastes supervisor time; three or four is understaffed and harms supervisee learning. Two allows mentoring attention and peer-learning dynamics. This is both an ethics question and a practical one—two is the sweet spot for growth.","Basic domain knowledge","true","","","MOD-D10-03",,"[{""moduleId"":""MOD-D10-03"",""moduleTitle"":""Ethical Violations: Address at the Lowest Level First"",""snippet"":null},{""moduleId"":""MOD-D10-07"",""moduleTitle"":""NCSP Credential and NASP's Role"",""snippet"":null}]"
"item_212","Single-Select","false","1","4","","","Catherine is a school psychologist who has been practicing for 3 years. She shares a job with another psychologist named Sean. Catherine recently discovered that Sean has been giving money to other staff for referrals to his private counseling practice. Many of the students Sean counsels for a fee are regular education students at the high school. What should Catherine do in this situation?","File a grievance with the National Association of School Psychologists' (NASP's) ethical board","Inform the school's administrator","Discuss the situation with Sean directly and file a grievance if the practice does not cease","Remind Sean that support services can be provided for free by the school","UNUSED","UNUSED","C","Discuss the situation with Sean directly and file a grievance if the practice does not cease In cases that do not involve danger or safety, practitioners should try to solve the problem at the lowest level possible, but they are obligated to file a formal complaint if the issue is not resolved. Note that answer D is also valid, but it does not account for the refer- ral incentive money that is described in the scenario. Foundations of School Psychological Service Delivery","Cease Cases Do Not","","2.0","Mental and Behavioral Health Services and Interventions","","","","ETH-01","","ETH","","","Application","This is an Application item because the student must map the rule to the scenario facts and reject plausible alternatives that misuse the standard. Success depends on contextual judgment, not rote definition recall.","CONFIRMED","Structured ethical decision-making, competing-duty analysis, and defensible documentation; applied to 'Catherine is a school psychologist who has been practicing for 3 years' scenario discrimination","cease In cases that do not involve danger or safety, practitioners should try to solve the problem at the lowest level possible, but they are obligated to file a formal complaint if the issue is not resolved. Note that answer D is also valid, but it does not account for the referral incentive money that is described in the scenario. Foundations of School Psychological","L2","Procedural","The student assumed immediate NASP board filing is the appropriate first step.","Internal resolution precedence before external reporting","L2","Procedural","The student thought direct administrator notification without colleague discussion is the appropriate first response.","Collegial problem-solving before administrative escalation","CORRECT","CORRECT","","","L3","Procedural","The student believed reminding a colleague about available services addresses an ethical violation.","Reminding vs. direct confrontation of misconduct","","","","","","","","","true","Inherited from skill baseline.","Escalating colleague misconduct directly to NASP's ethics board or to administration without first addressing the violation through collegial dialogue.","sequence-inversion","HUMAN_REVIEWED","L3_concept_substitution","Confusion regarding core ETH principles","Students choosing A or B skip the restorative first step. Teach the escalation sequence: (1) direct conversation with Sean, (2) if unresolved, file a grievance. Option C (discuss then escalate if it continues) respects both the colleague relationship and the seriousness of the violation. Show why A (immediate NASP filing) and B (straight to admin) foreclose dialogue and burn bridges prematurely.","Basic domain knowledge","true","","","MOD-D10-03",,"[{""moduleId"":""MOD-D10-03"",""moduleTitle"":""Ethical Violations: Address at the Lowest Level First"",""snippet"":null},{""moduleId"":""MOD-D10-07"",""moduleTitle"":""NCSP Credential and NASP's Role"",""snippet"":null}]"
"item_213","Single-Select","false","1","4","","","When a formal ethical complaint is filed against a National Association of School Psychologists (NASP) member, NASP can take several potential actions. Which one of the following actions is not valid?","Expel the member from the NASP","Recommend the member seek additional training and skill building","Require the member to provide a formal apology","Revoke the license of the practitioner","UNUSED","UNUSED","D","Answer D is correct because only state authorities can revoke the license of a legally licensed practitioner. Although the NASP has authority that governs membership privileges, it does not have law enforcement powers. Foundations of School Psychological Service","Answer D Correct Because","","4.0","Legal, Ethical, and Professional Practice","","","","ETH-02","","ETH","","","Application","This is an Application item because the student must map the rule to the scenario facts and reject plausible alternatives that misuse the standard. Success depends on contextual judgment, not rote definition recall.","CONFIRMED","NASP ethics code application, professional boundaries, competence, and role obligations; applied to 'When a formal ethical complaint is filed against a National Association of' scenario discrimination","Answer D is correct because only state authorities can revoke the license of a legally licensed practitioner. Although the NASP has authority that governs membership privileges, it does not have law enforcement powers. Foundations of School Psychological Service","L1","Conceptual","The student believed NASP has the authority to expel members.","NASP ethical complaint resolution procedures","L2","Conceptual","The student believed NASP has authority to mandate professional development.","NASP ethical complaint resolution authority","L2","Conceptual","The student believed NASP has authority to mandate personal actions like apologies.","NASP ethical complaint resolution procedures","CORRECT","CORRECT","","","","","","","","","","","true","Inherited from skill baseline.","Students misunderstand NASP's jurisdiction, assuming it can revoke licenses (state board power) or mandate personal actions, rather than recognizing its limits to membership discipline.","role-confusion","HUMAN_REVIEWED","L3_concept_substitution","Confusion regarding core ETH principles","Distractor D claims NASP can revoke licenses (false—only state boards can). Distractors A-C are actual NASP powers (expulsion, training requirements, apology demands). Teach: NASP is a professional association, not a licensing authority. When NASP sanctions a member: they may expel, require training, recommend remediation. They cannot revoke your license—that's the state board's power. Clarify jurisdictional boundaries.","Basic domain knowledge","true","","","MOD-D10-03",,"[{""moduleId"":""MOD-D10-03"",""moduleTitle"":""Ethical Violations: Address at the Lowest Level First"",""snippet"":null},{""moduleId"":""MOD-D10-07"",""moduleTitle"":""NCSP Credential and NASP's Role"",""snippet"":null}]"
"item_214","Single-Select","false","1","4","","","Aversive behavior modification techniques and restraining are legal in some states. What is considered best practice regarding aversive techniques such as restraining?","It is best practice never to employ aversive techniques in any situation","Aversive techniques should only be employed when safety is an issue","Use aversive techniques if such techniques are endorsed by your administration and school district","It is best practice to use aversive techniques with elementary students","UNUSED","UNUSED","B","Although aversive techniques should be avoided, there are some circumstances that involve safety in which such techniques are appropriate. As mentioned in this guide, safety issues trump several other constraints on professional practices, which makes other response options to this question poor choices; for example, a student is actively cutting himself in your office and you must physically restrain the child for his safety.","Although Aversive Techniques Should","","2.0","Mental and Behavioral Health Services and Interventions","","","","ETH-01","","ETH","","","Application","This is an Application item because the student must map the rule to the scenario facts and reject plausible alternatives that misuse the standard. Success depends on contextual judgment, not rote definition recall.","CONFIRMED","Structured ethical decision-making, competing-duty analysis, and defensible documentation; applied to 'Aversive behavior modification techniques and restraining are legal in some states. What' scenario discrimination","Although aversive techniques should be avoided, there are some circumstances that involve safety in which such techniques are appropriate. As mentioned in this guide, safety issues trump several other constraints on professional practices, which makes other response options to this question poor choices; for example, a student is actively cutting himself in your office and you must physically restrain the child for his safety.","L1","Conceptual","The student thought aversive techniques should never be used even in safety-critical situations.","Safety exception to aversive technique prohibition","CORRECT","CORRECT","","","L2","Conceptual","The student assumed administrative approval makes aversive techniques ethically appropriate for any intervention.","Ethical standards vs. administrative authorization","L3","Conceptual","The student believed aversive techniques are especially appropriate for younger students due to development.","Age and developmental considerations vs. universal aversive restrictions","","","","","","","","","true","Inherited from skill baseline.","Treating all aversive techniques as equally inappropriate or assuming administrative endorsement makes aversive methods ethically sound for any behavioral situation.","scope-overgeneralization","HUMAN_REVIEWED","L2_near_miss","Confusion regarding core ETH principles","Students choosing A or C misunderstand the safety exception. Teach: Aversive techniques are restricted except when necessary to prevent imminent harm. Option B (safety issues only) sets the ethical boundary. Show why A (never use) ignores life-threatening situations and C (if admin approves) lets policy override ethics. Option D (appropriate for elementary students) ignores developmental considerations entirely.","Basic domain knowledge","true","","","MOD-D10-03",,"[{""moduleId"":""MOD-D10-03"",""moduleTitle"":""Ethical Violations: Address at the Lowest Level First"",""snippet"":null},{""moduleId"":""MOD-D10-07"",""moduleTitle"":""NCSP Credential and NASP's Role"",""snippet"":null}]"
"item_215","Single-Select","false","1","4","","","During a confidential counseling situation, a high school student informs the school psychologist that the student's uncle uses illegal drugs. The uncle does not live with the student but visits the student monthly. What should a school psychologist do in this situation?","Ask the student more questions to determine whether the student is in danger","Notify the administration","Consult with social services, without using names, to secure guidance about what to do and to stay in compliance with local laws","The psychologist is not required to do anything. However, it is best practice to call the parents, with student approval, and discuss the situation openly","UNUSED","UNUSED","C","Consult with social services, without using names, to secure guidance about what to do and to stay in compliance with local laws Although answer A may be a valid response, psychologists need to make sure they are following state laws regarding child abuse reporting. It is a good practice to seek con- sultation with a state protection agency while maintaining anonymity for the student. Note that parts of answer D may be valid, but it is not the best choice. Direct and Indirect Services for Children, Families, and Schools—Student-Level Services","Do Stay Compliance Local","","4.0","Services to Promote Safe and Supportive Schools","","","","ETH-01","","ETH","","","Application","This is an Application item because the student must map the rule to the scenario facts and reject plausible alternatives that misuse the standard. Success depends on contextual judgment, not rote definition recall.","CONFIRMED","Structured ethical decision-making, competing-duty analysis, and defensible documentation; applied to 'During a confidential counseling situation, a high school student informs the school' scenario discrimination","to do and to stay in compliance with local laws Although answer A may be a valid response, psychologists need to make sure they are following state laws regarding child abuse reporting. It is a good practice to seek consultation with a state protection agency while maintaining anonymity for the student. Note that parts of answer D may be valid, but it is not the best choice. Direct and Indirect","L2","Procedural","The student assumed additional questions to the student sufficiently address the mandated reporting obligation.","Consultation vs. questioning as response to disclosure","L2","Procedural","The student thought administrative notification replaces the need for consultation with appropriate social services resources.","Appropriate consultation resource for guidance","CORRECT","CORRECT","","","L2","Conceptual","The student assumed parental discussion without expert guidance is the best practice.","Professional consultation vs. direct parent conversation","","","","","","","","","true","Inherited from skill baseline.","Responding to a student's disclosure about a family member's substance use with additional interviewing or parental contact instead of consulting with mandated reporter resources and legal authorities first.","prerequisite-skipping","HUMAN_REVIEWED","L2_near_miss","Confusion regarding core ETH principles","Students who pick A, B, or D skip the consultation step. Teach: Before acting, consult with social services or legal resources to understand your reporting obligations in this jurisdiction (uncle's residence matters; visit frequency matters). Option C (consult without names) maintains confidentiality while getting expert guidance on whether this triggers mandated reporting. Show why A (more questions) delays expert input, B (admin first) may not know legal requirements, and D (parent call) risks tipping off a potentially unsafe situation.","Basic domain knowledge","true","","","MOD-D10-03",,"[{""moduleId"":""MOD-D10-03"",""moduleTitle"":""Ethical Violations: Address at the Lowest Level First"",""snippet"":null},{""moduleId"":""MOD-D10-07"",""moduleTitle"":""NCSP Credential and NASP's Role"",""snippet"":null}]"
"item_216","Single-Select","false","1","4","","","A student who receives special education services brought a knife to school. The student claims that he forgot the pocket knife was in his backpack, which he had taken on a fishing trip with his father over the weekend. It is important to note that the student has been suspended for 2 days earlier this year for bullying issues. In the current situation, the student was suspended for 10 days. What violation of this student's rights occurred?","A special education student cannot be removed from school for more than 5 days, in total, without a review meeting","A special education student cannot be suspended for more than 7 consecutive days without a manifestation review","A special education student must have a special review meeting or manifestation meeting if suspended, in total, 10 days or more","Special education students cannot be expelled but they can be enrolled in another school that better addresses their needs","UNUSED","UNUSED","C","A special education student must have a special review meeting or manifestation meeting if suspended, in total, 10 days or more Special education students can be suspended, but if the suspension totals more than 10 days, a review meeting must be held to determine whether the behavior plan is appro- priate and other needs of the student are being properly addressed. Note that answer B is not valid due to the number of days and the term ""consecutive."" Also, answer D is not accurate as special education student can be expelled in specific situations. Foundations of School Psychological Service Delivery","Meeting If Suspended Total","","4.0","Family-School Collaboration","","","","LEG-02","","LEG","","","Application","This is an Application item because the student must aggregate prior and current suspensions to determine whether rights were violated under the 10-day manifestation threshold. The item requires timeline-based legal calculation.","CONFIRMED","Cumulative-removal calculation for MDR requirement, including total suspension-day counting across incidents within a school year","meeting if suspended, in total, 10 days or more Special education students can be suspended, but if the suspension totals more than 10 days, a review meeting must be held to determine whether the behavior plan is appropriate and other needs of the student are being properly addressed. Note that answer B is not valid due to the number of days and the term ""consecutive."" Also, answer D is not accurate as special education student can be expelled in specific situations. Foundations of","L2","Procedural","The student believed that the threshold for a review meeting is 5 days of suspension.","IDEA suspension review meeting criteria","L2","Procedural","The student believed that a manifestation review is required after 7 consecutive days of suspension.","IDEA manifestation determination review criteria","CORRECT","CORRECT","","","L3","Conceptual","The student believed that expulsion is not possible for special education students.","IDEA discipline procedures for special education students","","","","","","","","","true","Inherited from skill baseline.","Miscounting cumulative suspension days across multiple incidents in a school year; students apply the 10-day threshold to single incidents or fail to aggregate pattern-based removals.","sequence-inversion","HUMAN_REVIEWED","L2_near_miss","Confusion regarding core LEG principles","Distractors A (5-day threshold), B (7 consecutive days), D (expulsion always possible). The MDR trigger is 10+ cumulative days of removal in a school year, not necessarily consecutive. This student had 2 days (bullying) + 10 days (knife) = 12 cumulative days, triggering MDR. Schools must also consider patterned removals even if not yet at 10 total days. Teach: 'Track cumulative days. Suspension 1 = 2 days. Suspension 2 = 10 days. Total = 12 days. That triggers MDR, regardless of whether the suspensions were consecutive or spaced out.'","Basic domain knowledge","true","","","MOD-D10-01",,"[{""moduleId"":""MOD-D10-01"",""moduleTitle"":""IDEA and Child Find: The Identification Mandate"",""snippet"":null},{""moduleId"":""MOD-D10-02"",""moduleTitle"":""The Stay-Put Rule: Triggered by Due Process"",""snippet"":null},{""moduleId"":""MOD-D10-06"",""moduleTitle"":""LRE and 'Reasonable Educational Progress'"",""snippet"":null}]"
"item_217","Single-Select","false","1","4","","","A student is receiving special education services for mild dyscalculia. The special education team leader has placed this student in a class designed for students with significant needs. The special education teacher reasons that it is better to ""overserve"" a student with mild needs than it is to underserve such students. In this case, which legal aspect of special education law does the teacher run the risk of violating?","Every Student Succeeds Act (ESSA)","Least-restrictive environment (LRE)","Individuals With Disabilities Education Act (IDEA)","Family Educational Rights and Privacy Act (FERPA)","UNUSED","UNUSED","B","LRE is the specific legal clause within the IDEA which states that, ""To the maximum extent appropriate, children with disabilities should be educated with children who are not disabled, and special classes, separate schooling, or other removal of children with disabilities from the regular educational environment should occur only when the nature or severity of the disability is such that education in regular classes with the use of supplementary aids and services cannot be achieved satisfactorily"" (2004, Section 1412[a][5]).","Lre Specific Legal Clause","","4.0","Legal, Ethical, and Professional Practice","","","","LEG-02","","LEG","","","Application","This is an Application item because the student must identify which specific legal doctrine is implicated when a mildly disabled student is placed in an overly restrictive class. It requires clause-level law selection from competing statutes.","CONFIRMED","LRE violation recognition within IDEA when placement is more restrictive than necessary for a student's documented needs","LRE is the specific legal clause within the IDEA which states that, ""To the maximum extent appropriate, children with disabilities should be educated with children who are not disabled, and special classes, separate schooling, or other removal of children with disabilities from the regular educational environment should occur only when the nature or severity of the disability is such that education in regular classes with the use of supplementary aids and services cannot be achieved satisfactorily"" (2004, Section 1412[a][5]).","L2","Conceptual","The student believed that ESSA governs placement decisions for special education.","ESSA's focus on academic standards and accountability","CORRECT","CORRECT","","","L2","Conceptual","The student believed that IDEA directly addresses placement decisions for individual students.","IDEA procedural safeguards","L3","Lexical","The student believed that FERPA governs placement decisions in special education.","FERPA scope and application","","","","","","","","","true","Inherited from skill baseline.","Framing 'overservice' (more restrictive placement than needed) as good practice rather than recognizing it as a violation of the LRE mandate.","treatment-assessment-confusion","HUMAN_REVIEWED","L3_concept_substitution","Confusion regarding core LEG principles","Distractors A (ESSA), C (IDEA directly, when LRE is the specific principle), D (FERPA). LRE is a core IDEA principle requiring individualized placement decisions. Placing a student with mild dyscalculia in a self-contained class for students with significant needs violates LRE because the placement is more restrictive than necessary for that student. 'More is better' is NOT legal reasoning in special education; appropriateness and fit are. Teach: 'LRE violation = overplacement in restrictive setting. Even with good intentions, it breaks the law. Use supplementary aids first; restrict only if necessary.'","Basic domain knowledge","true","","","MOD-D10-01",,"[{""moduleId"":""MOD-D10-01"",""moduleTitle"":""IDEA and Child Find: The Identification Mandate"",""snippet"":null},{""moduleId"":""MOD-D10-02"",""moduleTitle"":""The Stay-Put Rule: Triggered by Due Process"",""snippet"":null},{""moduleId"":""MOD-D10-06"",""moduleTitle"":""LRE and 'Reasonable Educational Progress'"",""snippet"":null}]"
"item_218","Single-Select","false","1","4","","","Which law mandates that schools must keep strict and confidential records?","Individuals With Disabilities Education Act (IDEA)","Federal Education Confidentiality Law of 1974","Family Educational Rights and Privacy Act (FERPA)","The Individuals With Disabilities Education Improvement Act of 2006 (IDEIA 2006)","UNUSED","UNUSED","C","Answer C is correct. FERPA was created to safeguard educational records. Note that FERPA was established in 1974, so answer B is an invalid distractor. Foundations of School","Answer C Correct Ferpa","","4.0","Legal, Ethical, and Professional Practice","","","","LEG-01","","LEG","","","Recall","This is a Recall item because it primarily asks for direct retrieval of the governing legal/ethical rule in the prompt. The student does not need to weigh competing actions across a multi-step scenario.","CONFIRMED","FERPA applicability, educational records, consent exceptions, amendment and access rights; applied to 'Which law mandates that schools must keep strict and confidential records' scenario discrimination","Answer C is correct. FERPA was created to safeguard educational records. Note that FERPA was established in 1974, so answer B is an invalid distractor. Foundations of School","L2","Conceptual","The student believed that IDEA covers all aspects of student records confidentiality.","IDEA's focus on special education services","L3","Lexical","The student believed there is a specific law named the Federal Education Confidentiality Law of 1974.","FERPA statutory name recognition","CORRECT","CORRECT","","","L2","Conceptual","The student believed that IDEIA 2006 includes provisions for confidentiality of all school records.","IDEIA 2006 focus on special education services","","","","","","","","","true","Inherited from skill baseline.","Students misremember FERPA's statutory name or conflate it with IDEA or IDEIA, losing the correct legal reference needed for accurate professional communication.","label-retrieval","HUMAN_REVIEWED","L3_concept_substitution","Confusion regarding core LEG principles","Distractors B (false 1974 law name) and A/D (IDEA/IDEIA) both reference incorrect statutes. Drill the accurate title: Family Educational Rights and Privacy Act (FERPA), enacted 1974. Create a reference card with FERPA, IDEA, IDEIA, and HIPAA titles and scopes side-by-side.","Basic domain knowledge","true","","","MOD-D1-01","FERPA — the Family Educational Rights and Privacy Act — governs all student educational records.","[{""moduleId"":""MOD-D1-01"",""moduleTitle"":""FERPA and Student Confidentiality"",""snippet"":""FERPA — the Family Educational Rights and Privacy Act — governs all student educational records.""},{""moduleId"":""MOD-D10-04"",""moduleTitle"":""Test Protocols and Parent Access: Copyright Is Protected"",""snippet"":""The Family Educational Rights and Privacy Act (FERPA) mandates that schools must keep strict and confidential records.""},{""moduleId"":""MOD-D10-05"",""moduleTitle"":""Parental Consent for Regular Education Students"",""snippet"":""The Family Educational Rights and Privacy Act (FERPA) mandates that schools keep strict and confidential records.""}]"
"item_219","Single-Select","false","1","4","","","According to the law, what is the primary difference between special education law (Individuals With Disabilities Education Act [IDEA]) and Section 504?","Functionally, there is no difference as both laws regulate services for students with disabilities","Section 504 is for students who have physical disabilities, not learning disabilities","Section 504 is for students who only have mental health disorders","Section 504 is a part of the Rehabilitation Act of 1973, which prohibits discrimination based on disability, whereas IDEA is a separate law related to special education","UNUSED","UNUSED","D","Section 504 is an antidiscrimination, civil rights statute and contains a broad definition for the terms ""handicap"" or ""disability"" Special education laws, such as the Individuals With Disabilities Education Improvement Act (IDEIA), have narrow definitions of disability and","Section Antidiscrimination Civil Rights","","2.0","Academic Interventions and Instructional Support","","","","LEG-02","","LEG","","","Recall","This is a Recall item because it asks for the doctrinal distinction between IDEA and Section 504 as legal frameworks. Success depends on retrieving law purpose and scope differences, not case application.","CONFIRMED","Distinguishing IDEA entitlement framework from Section 504 civil-rights anti-discrimination framework and breadth of coverage","Section 504 is an antidiscrimination, civil rights statute and contains a broad definition for the terms ""handicap"" or ""disability"" Special education laws, such as the Individuals With Disabilities Education Improvement Act (IDEIA), have narrow definitions of disability and","L1","Conceptual","The student believed that IDEA and Section 504 serve identical purposes in education law.","Differences between IDEA and Section 504","L2","Conceptual","The student believed Section 504 only covers physical disabilities, excluding learning disabilities.","Scope of Section 504 coverage","L3","Conceptual","The student believed Section 504 only covers mental health disorders.","Scope of Section 504 coverage","CORRECT","CORRECT","","","","","","","","","","","true","Inherited from skill baseline.","Treating IDEA and Section 504 as interchangeable laws rather than distinguishing IDEA (entitlement, free FAPE) from Section 504 (civil-rights anti-discrimination framework).","norm-criterion-confusion","HUMAN_REVIEWED","L2_near_miss","Confusion regarding core LEG principles","Distractors A (no functional difference), B (504 for physical only), C (504 for mental health only). IDEA and Section 504 serve different purposes: IDEA mandates a free, individualized special-education program (FAPE) with due-process protections and federal funding. Section 504 is a civil-rights law prohibiting discrimination based on disability in any federally funded program; it covers a broader population (physical, mental, emotional, developmental) but does not mandate free services — just access. A student may be ineligible for IDEA special education but still protected under 504. Teach: 'IDEA = special ed + free FAPE. 504 = no discrimination + accommodations (may or may not be free). Different laws, different purposes.'","Basic domain knowledge","true","","","MOD-D10-01",,"[{""moduleId"":""MOD-D10-01"",""moduleTitle"":""IDEA and Child Find: The Identification Mandate"",""snippet"":null},{""moduleId"":""MOD-D10-02"",""moduleTitle"":""The Stay-Put Rule: Triggered by Due Process"",""snippet"":null},{""moduleId"":""MOD-D10-06"",""moduleTitle"":""LRE and 'Reasonable Educational Progress'"",""snippet"":null}]"
"item_220","Single-Select","false","1","4","","","A parent of a sixth-grade student is suing a school district because the school psychologist tested the student 3 years back without parental consent. At the time of the evaluation, the psychologist called and left several messages for the parent asking her to provide consent for the child's special education review (reevaluation), but the parent never returned the calls. The calls were documented in the student's file. At a subsequent Individualized Education Program (IEP) annual meeting, the parent was concerned about the testing, but allowed services to continue for another 2 years. What is the most likely reason the parent's lawsuit will not succeed?","The parents were informed of their rights at the meeting 3 years ago","The student did not demonstrate harm from the services provided","Schools do not need parental consent to test for reevaluation meetings","The psychologist made documented attempts to contact the parents and the parents ultimately knew about the services but did not file a complaint at that time","UNUSED","UNUSED","D","The psychologist made documented attempts to contact the parents and the parents ultimately knew about the services but did not file a complaint at that time As with many legal questions, the answer to this question can be debated. If a psychologist makes a documented ""good-faith"" effort to contact a parent for a student's reevaluation, then the psychologist may proceed cautiously if several parent contacts fail. In addition, the parent's complaint takes place 3 years after the event, but the law only provides a 2-year window to file a complaint. When answering legal or ethical questions, look for the best answer and be aware that some response choices will have elements of truth in them.","Ultimately Knew About Services","","4.0","Legal, Ethical, and Professional Practice","","","","LEG-02","","LEG","","","Application","This is an Application item because the student must weigh documented good-faith contact attempts, delayed complaint timing, and parental acquiescence to infer litigation outcome. It requires procedural-facts-to-legal-risk reasoning.","CONFIRMED","Procedural defensibility analysis in consent disputes: good-faith parent-contact documentation and complaint statute-of-limitations effects","ultimately knew about the services but did not file a complaint at that time As with many legal questions, the answer to this question can be debated. If a psychologist makes a documented ""good-faith"" effort to contact a parent for a student's reevaluation, then the psychologist may proceed cautiously if several parent contacts fail. In addition, the parent's complaint takes place 3 years after the event, but the law only provides a 2-year window to file a complaint. When answering legal or ethical questions, look for the best answer and be aware that some response choices will have elements of truth in them.","L2","Procedural","The student believed that informing parents of their rights is sufficient for consent.","Parental consent requirements for special education evaluations","L2","Conceptual","The student believed that lack of harm negates the need for parental consent.","Parental consent requirement for special education evaluations","L1","Conceptual","The student believed that parental consent is not required for reevaluations.","IDEA parental consent requirements for reevaluation","CORRECT","CORRECT","","","","","","","","","","","true","Inherited from skill baseline.","Underestimating the legal protection afforded by documented good-faith parent-contact attempts and statute-of-limitations rules for procedural violations; students confuse the absence of documented harm with the absence of a defense.","consent-confidentiality-confusion","HUMAN_REVIEWED","L2_near_miss","Confusion regarding core LEG principles","Distractors A (informing parents of rights alone), B (lack of harm), C (no consent needed for reevaluation). Procedural safeguards are not rendered meaningless if a parent does not object. When a school makes documented attempts to contact parents, the parent receives notice of rights, and the parent participates in subsequent meetings without filing a complaint for a period of time, the legal burden shifts. This parent's delay (2 years of inaction after learning of testing) undermines the lawsuit. Schools document in writing: call logs, meeting notices, consent forms. Teach: 'Documentation of good faith + parent participation + delay in complaint = strong legal defense for the district.'","Basic domain knowledge","true","","","MOD-D10-01",,"[{""moduleId"":""MOD-D10-01"",""moduleTitle"":""IDEA and Child Find: The Identification Mandate"",""snippet"":null},{""moduleId"":""MOD-D10-02"",""moduleTitle"":""The Stay-Put Rule: Triggered by Due Process"",""snippet"":null},{""moduleId"":""MOD-D10-06"",""moduleTitle"":""LRE and 'Reasonable Educational Progress'"",""snippet"":null}]"
